currenttime,choice,l,time
08:44.3,H,8,0.032054901
08:44.3,H,8,0.017620087
08:44.4,H,8,0.012365103
08:44.4,H,8,0.011052847
08:44.4,H,8,0.021364927
08:44.5,H,8,0.033679008
08:44.6,H,8,0.054295063
08:44.6,H,8,0.013525009
08:44.6,H,8,0.0120821
08:44.7,H,8,0.063392162
08:44.8,H,8,0.027030945
08:44.8,H,8,0.01256609
08:44.8,H,8,0.011015177
08:44.8,H,8,0.010854721
08:44.9,H,8,0.011168003
08:44.9,H,8,0.010867119
08:44.9,H,8,0.010931969
08:45.0,H,8,0.058560848
08:45.0,H,8,0.037657022
08:45.1,H,8,0.04003787
08:45.1,H,8,0.01564002
08:45.2,H,8,0.011682034
08:45.2,H,8,0.023223162
08:45.3,H,8,0.034264088
08:45.3,H,8,0.015855074
08:45.3,H,8,0.0160501
08:45.4,H,8,0.011567116
08:45.4,H,8,0.011130095
08:45.4,H,8,0.010830164
08:45.4,H,8,0.030092955
08:45.5,H,8,0.051662683
08:45.6,H,8,0.045105934
16:49.8,H,1,0.001383066
16:49.8,H,1,0.00129509
16:49.8,H,1,0.00130105
16:49.8,H,1,0.001316786
16:49.9,H,1,0.001209259
16:49.9,H,1,0.001135826
16:49.9,H,1,0.001285076
16:49.9,H,1,0.001999855
16:49.9,H,1,0.001176834
16:49.9,H,1,0.001172781
16:49.9,H,1,0.001154184
16:50.0,H,1,0.011578083
16:50.0,H,1,0.001299858
16:50.0,H,1,0.001287937
16:50.0,H,1,0.001937866
16:50.1,H,1,0.001805067
16:50.1,H,1,0.002104044
16:50.1,H,1,0.001199961
16:50.1,H,1,0.001955986
16:50.1,H,1,0.001773119
16:50.2,H,1,0.001231194
16:50.2,H,1,0.001483917
16:50.2,H,1,0.001979828
16:50.2,H,1,0.008103132
16:50.2,H,1,0.001348734
16:50.3,H,1,0.001313925
16:50.3,H,1,0.007647991
16:50.3,H,1,0.001352072
16:50.3,H,1,0.001271009
16:50.3,H,1,0.001236916
16:50.4,H,1,0.001167774
16:50.4,H,1,0.001111031
16:50.4,H,1,0.001136303
16:50.4,H,1,0.002747059
16:50.4,H,1,0.004028797
16:50.4,H,1,0.001362085
16:50.5,H,1,0.001309872
16:50.5,H,1,0.001182795
16:50.5,H,1,0.001142979
16:50.5,H,1,0.001690149
16:50.5,H,1,0.00116992
16:50.5,H,1,0.00125289
16:50.5,H,1,0.00109005
16:50.6,H,1,0.002038717
16:50.6,H,1,0.001128912
16:50.6,H,1,0.001177788
16:50.6,H,1,0.001101255
16:50.6,H,1,0.011309862
16:50.7,H,1,0.001754045
16:50.7,H,2,0.009356022
16:50.7,H,2,0.005842209
16:50.7,H,2,0.007169008
16:50.8,H,2,0.006299973
16:50.8,H,2,0.010519028
16:50.8,H,2,0.005687952
16:50.8,H,2,0.005040884
16:50.9,H,2,0.020090103
16:50.9,H,2,0.005011082
16:50.9,H,2,0.009414911
16:50.9,H,2,0.004696131
16:51.0,H,2,0.004314184
16:51.0,H,2,0.004390001
16:51.0,H,2,0.004277945
16:51.0,H,2,0.004199028
16:51.0,H,2,0.004760742
16:51.0,H,2,0.00406003
16:51.1,H,2,0.004041195
16:51.1,H,2,0.004379988
16:51.1,H,2,0.015317917
16:51.1,H,2,0.004754066
16:51.2,H,2,0.004728079
16:51.2,H,2,0.004547119
16:51.2,H,2,0.003984213
16:51.2,H,2,0.004136801
16:51.2,H,2,0.004065752
16:51.2,H,2,0.004184008
16:51.2,H,2,0.004009008
16:51.3,H,2,0.004155874
16:51.3,H,2,0.008425951
16:51.3,H,2,0.005497932
16:51.4,H,2,0.008699179
16:51.4,H,2,0.004324913
16:51.4,H,2,0.004007101
16:51.4,H,2,0.004465818
16:51.4,H,2,0.004188299
16:51.4,H,2,0.00402689
16:51.5,H,2,0.004523039
16:51.5,H,2,0.00466609
16:51.5,H,2,0.004104853
16:51.5,H,2,0.004194021
16:51.5,H,2,0.004126072
16:51.5,H,2,0.015954018
16:51.6,H,2,0.015302896
16:51.6,H,2,0.017662048
16:51.7,H,2,0.006338835
16:51.7,H,2,0.008043051
16:51.7,H,2,0.008943796
16:51.8,H,2,0.009375095
16:51.8,H,2,0.017444134
16:51.9,H,3,0.017853737
16:51.9,H,3,0.019313812
16:51.9,H,3,0.008805037
16:51.9,H,3,0.006048203
16:52.0,H,3,0.006996155
16:52.0,H,3,0.010642767
16:52.0,H,3,0.012470007
16:52.1,H,3,0.021855831
16:52.1,H,3,0.022920847
16:52.2,H,3,0.006315947
16:52.2,H,3,0.006354809
16:52.2,H,3,0.010138988
16:52.2,H,3,0.014908314
16:52.3,H,3,0.017116785
16:52.3,H,3,0.018263102
16:52.4,H,3,0.013955116
16:52.4,H,3,0.006958008
16:52.4,H,3,0.017323017
16:52.5,H,3,0.013142824
16:52.5,H,3,0.009193897
16:52.5,H,3,0.008187771
16:52.5,H,3,0.005558014
16:52.6,H,3,0.005142927
16:52.6,H,3,0.005799294
16:52.6,H,3,0.011864901
16:52.6,H,3,0.015593052
16:52.7,H,3,0.018696308
16:52.7,H,3,0.016481161
16:52.8,H,3,0.019618988
16:52.8,H,3,0.031236887
16:52.9,H,3,0.019875765
16:52.9,H,3,0.029711246
16:53.0,H,3,0.006412983
16:53.0,H,3,0.006079912
16:53.0,H,3,0.005228043
16:53.0,H,3,0.00515604
16:53.0,H,3,0.0051651
16:53.1,H,3,0.018712044
16:53.1,H,3,0.024628878
16:53.2,H,3,0.02088809
16:53.2,H,3,0.012064934
16:53.2,H,3,0.006333113
16:53.3,H,3,0.00592804
16:53.3,H,3,0.005476952
16:53.3,H,3,0.00668788
16:53.3,H,3,0.017341137
16:53.4,H,3,0.01271081
16:53.4,H,3,0.009882212
16:53.4,H,3,0.013332844
16:53.5,H,3,0.006407976
16:53.5,H,4,0.006872892
16:53.5,H,4,0.020789862
16:53.6,H,4,0.020453215
16:53.6,H,4,0.02103281
16:53.7,H,4,0.010120869
16:53.7,H,4,0.007688999
16:53.7,H,4,0.007572889
16:53.7,H,4,0.006973982
16:53.8,H,4,0.012452126
16:53.8,H,4,0.028074026
16:53.9,H,4,0.024720907
16:53.9,H,4,0.046162844
16:54.0,H,4,0.025313139
16:54.1,H,4,0.016561747
16:54.1,H,4,0.007531881
16:54.1,H,4,0.008103848
16:54.1,H,4,0.007950783
16:54.2,H,4,0.007068872
16:54.2,H,4,0.006299973
16:54.2,H,4,0.006289005
16:54.2,H,4,0.006300926
16:54.2,H,4,0.015010118
16:54.3,H,4,0.028635025
16:54.4,H,4,0.025439024
16:54.4,H,4,0.019128799
16:54.4,H,4,0.008053541
16:54.5,H,4,0.008435965
16:54.5,H,4,0.012696028
16:54.5,H,4,0.010939121
16:54.6,H,4,0.011275053
16:54.6,H,4,0.007241011
16:54.6,H,4,0.006319046
16:54.6,H,4,0.006378889
16:54.6,H,4,0.006392002
16:54.7,H,4,0.006498098
16:54.7,H,4,0.026087284
16:54.7,H,4,0.018988848
16:54.8,H,4,0.021937132
16:54.8,H,4,0.023601055
16:54.9,H,4,0.020093918
16:54.9,H,4,0.007539988
16:54.9,H,4,0.022435188
16:55.0,H,4,0.017930031
16:55.0,H,4,0.012981892
16:55.0,H,4,0.007442951
16:55.0,H,4,0.006541252
16:55.1,H,4,0.006569862
16:55.1,H,4,0.006953955
16:55.1,H,4,0.006299257
16:55.1,H,4,0.020601988
16:55.2,H,5,0.021190166
16:55.2,H,5,0.026777267
16:55.3,H,5,0.026869059
16:55.3,H,5,0.023185015
16:55.4,H,5,0.022655964
16:55.4,H,5,0.027287245
16:55.5,H,5,0.009247065
16:55.5,H,5,0.008025169
16:55.5,H,5,0.007222176
16:55.5,H,5,0.00820303
16:55.5,H,5,0.008343935
16:55.6,H,5,0.027225971
16:55.7,H,5,0.043561935
16:55.7,H,5,0.034472227
16:55.8,H,5,0.023969889
16:55.8,H,5,0.033789873
16:55.9,H,5,0.027980089
16:55.9,H,5,0.009088993
16:55.9,H,5,0.008669138
16:55.9,H,5,0.007548094
16:56.0,H,5,0.007893324
16:56.0,H,5,0.008029938
16:56.0,H,5,0.007763863
16:56.0,H,5,0.008324146
16:56.0,H,5,0.008778095
16:56.1,H,5,0.02202177
16:56.2,H,5,0.023490191
16:56.2,H,5,0.019706249
16:56.2,H,5,0.02423811
16:56.3,H,5,0.020246983
16:56.3,H,5,0.019952059
16:56.4,H,5,0.016710758
16:56.4,H,5,0.009438038
16:56.4,H,5,0.008002043
16:56.4,H,5,0.007607937
16:56.5,H,5,0.008339405
16:56.5,H,5,0.007738113
16:56.5,H,5,0.008703947
16:56.5,H,5,0.01951313
16:56.6,H,5,0.025310993
16:56.7,H,5,0.009845972
16:56.7,H,5,0.011009216
16:56.7,H,5,0.009723902
16:56.8,H,5,0.013113022
16:56.8,H,5,0.025894165
16:56.9,H,5,0.020943165
16:56.9,H,5,0.009333134
16:56.9,H,5,0.008430243
16:56.9,H,5,0.009525061
16:57.0,H,5,0.02960515
16:57.0,H,6,0.035782099
16:57.1,H,6,0.010926723
16:57.1,H,6,0.01038003
16:57.1,H,6,0.009814978
16:57.2,H,6,0.028208733
16:57.2,H,6,0.020819187
16:57.3,H,6,0.024544001
16:57.3,H,6,0.010515928
16:57.3,H,6,0.018143892
16:57.4,H,6,0.010512829
16:57.4,H,6,0.008855104
16:57.4,H,6,0.036215782
16:57.5,H,6,0.023458242
16:57.5,H,6,0.026941061
16:57.6,H,6,0.013082981
16:57.6,H,6,0.010091066
16:57.6,H,6,0.00894618
16:57.6,H,6,0.008601665
16:57.7,H,6,0.025008917
16:57.7,H,6,0.023795128
16:57.8,H,6,0.025130033
16:57.8,H,6,0.020393848
16:57.8,H,6,0.020776987
16:57.9,H,6,0.010902166
16:57.9,H,6,0.01462388
16:57.9,H,6,0.023980856
16:58.0,H,6,0.010357141
16:58.0,H,6,0.009464025
16:58.0,H,6,0.008376837
16:58.0,H,6,0.008642912
16:58.1,H,6,0.008426905
16:58.1,H,6,0.010629177
16:58.2,H,6,0.042256117
16:58.2,H,6,0.046206951
16:58.3,H,6,0.020892143
16:58.4,H,6,0.030640125
16:58.4,H,6,0.013955116
16:58.4,H,6,0.009307861
16:58.4,H,6,0.00853014
16:58.5,H,6,0.008483171
16:58.5,H,6,0.00916791
16:58.5,H,6,0.010878086
16:58.5,H,6,0.020223856
16:58.6,H,6,0.027024984
16:58.6,H,6,0.025184155
16:58.7,H,6,0.025758028
16:58.7,H,6,0.01035428
16:58.7,H,6,0.017351866
16:58.8,H,6,0.026207924
16:58.8,H,6,0.023842096
16:58.9,H,7,0.024443865
16:58.9,H,7,0.011698246
16:58.9,H,7,0.01109004
16:59.0,H,7,0.017775059
16:59.0,H,7,0.011230946
16:59.0,H,7,0.029788971
16:59.1,H,7,0.031904936
16:59.1,H,7,0.020319939
16:59.2,H,7,0.011595964
16:59.2,H,7,0.009891033
16:59.2,H,7,0.030188084
16:59.3,H,7,0.025361776
16:59.3,H,7,0.032188177
16:59.4,H,7,0.021870136
16:59.4,H,7,0.014149189
16:59.4,H,7,0.011259079
16:59.5,H,7,0.035638094
16:59.5,H,7,0.035075903
16:59.6,H,7,0.011669874
16:59.6,H,7,0.010927916
16:59.6,H,7,0.009665966
16:59.6,H,7,0.011791945
16:59.7,H,7,0.042056322
16:59.8,H,7,0.034302235
16:59.8,H,7,0.012638092
16:59.8,H,7,0.01629734
16:59.9,H,7,0.030320883
16:59.9,H,7,0.026880026
17:00.0,H,7,0.012010098
17:00.0,H,7,0.012336016
17:00.0,H,7,0.011591911
17:00.1,H,7,0.010100842
17:00.1,H,7,0.010814905
17:00.1,H,7,0.014286041
17:00.2,H,7,0.038365841
17:00.2,H,7,0.033069134
17:00.3,H,7,0.025423765
17:00.3,H,7,0.012620926
17:00.4,H,7,0.028866053
17:00.4,H,7,0.03143096
17:00.5,H,7,0.015455961
17:00.5,H,7,0.011146069
17:00.5,H,7,0.01002717
17:00.5,H,7,0.01094389
17:00.6,H,7,0.01020503
17:00.6,H,7,0.027943134
17:00.7,H,7,0.033039093
17:00.7,H,7,0.025714874
17:00.8,H,7,0.019783258
17:00.8,H,7,0.011401892
17:00.8,H,8,0.0122962
17:00.9,H,8,0.048891306
17:01.0,H,8,0.033464909
17:01.0,H,8,0.021495104
17:01.0,H,8,0.012718678
17:01.1,H,8,0.046658039
17:01.1,H,8,0.024046898
17:01.2,H,8,0.013387918
17:01.2,H,8,0.01171422
17:01.2,H,8,0.011493921
17:01.2,H,8,0.010754108
17:01.3,H,8,0.010903835
17:01.3,H,8,0.011059046
17:01.3,H,8,0.051058292
17:01.4,H,8,0.053806782
17:01.5,H,8,0.030765057
17:01.5,H,8,0.012968302
17:01.5,H,8,0.011571884
17:01.5,H,8,0.010495186
17:01.6,H,8,0.031275988
17:01.7,H,8,0.032256126
17:01.7,H,8,0.022194862
17:01.7,H,8,0.012552023
17:01.7,H,8,0.011168957
17:01.8,H,8,0.010756016
17:01.8,H,8,0.011023045
17:01.8,H,8,0.038756132
17:01.9,H,8,0.030678988
17:02.0,H,8,0.02944994
17:02.0,H,8,0.013214827
17:02.0,H,8,0.012121201
17:02.0,H,8,0.011040926
17:02.1,H,8,0.013467789
17:02.1,H,8,0.034451008
17:02.2,H,8,0.030485153
17:02.2,H,8,0.01333499
17:02.2,H,8,0.012052059
17:02.3,H,8,0.010891914
17:02.3,H,8,0.027706861
17:02.4,H,8,0.036538124
17:02.4,H,8,0.031017065
17:02.4,H,8,0.013142109
17:02.5,H,8,0.011967897
17:02.5,H,8,0.012334824
17:02.6,H,8,0.058546066
17:02.6,H,8,0.040155888
17:02.7,H,8,0.012858868
17:02.7,H,8,0.011783838
17:02.7,H,8,0.010571957
17:02.7,H,8,0.011104822
22:31.3,H,1,0.001289845
22:31.3,H,1,0.001203299
22:31.3,H,1,0.001145124
22:31.3,H,1,0.001233101
22:31.3,H,1,0.001440763
22:31.3,H,1,0.001177788
22:31.4,H,1,0.001180887
22:31.4,H,1,0.001132727
22:31.4,H,1,0.001749039
22:31.4,H,1,0.001151085
22:31.4,H,1,0.001113176
22:31.4,H,1,0.001246929
22:31.4,H,1,0.001131058
22:31.5,H,1,0.013794184
22:31.5,H,1,0.010791302
22:31.5,H,1,0.001357794
22:31.6,H,1,0.00154686
22:31.6,H,1,0.001441002
22:31.6,H,1,0.001274824
22:31.6,H,1,0.001171827
22:31.6,H,1,0.001413822
22:31.6,H,1,0.001142025
22:31.6,H,1,0.001128197
22:31.7,H,1,0.001276016
22:31.7,H,1,0.001284838
22:31.7,H,1,0.001832008
22:31.7,H,1,0.001507998
22:31.7,H,1,0.001422167
22:31.7,H,1,0.001276255
22:31.8,H,1,0.001075983
22:31.8,H,1,0.001219988
22:31.8,H,1,0.001030922
22:31.8,H,1,0.001067877
22:31.8,H,1,0.001089096
22:31.8,H,1,0.001055956
22:31.8,H,1,0.001227856
22:31.9,H,1,0.001095772
22:31.9,H,1,0.001399994
22:31.9,H,1,0.001060963
22:31.9,H,1,0.00105381
22:31.9,H,1,0.001441956
22:31.9,H,1,0.007594347
22:32.0,H,1,0.004190922
22:32.0,H,1,0.001400709
22:32.0,H,1,0.00118804
22:32.0,H,1,0.001735926
22:32.0,H,1,0.00100565
22:32.1,H,1,0.001649141
22:32.1,H,1,0.003272057
22:32.1,H,2,0.007330894
22:32.1,H,2,0.005063057
22:32.1,H,2,0.010851145
22:32.2,H,2,0.007997274
22:32.2,H,2,0.004391193
22:32.2,H,2,0.00434494
22:32.2,H,2,0.004307985
22:32.2,H,2,0.005029917
22:32.2,H,2,0.004278183
22:32.3,H,2,0.004147053
22:32.3,H,2,0.00424695
22:32.3,H,2,0.004367828
22:32.3,H,2,0.004072189
22:32.3,H,2,0.008533716
22:32.4,H,2,0.005511761
22:32.4,H,2,0.004499912
22:32.4,H,2,0.004199028
22:32.4,H,2,0.00405097
22:32.4,H,2,0.004214764
22:32.4,H,2,0.004110098
22:32.5,H,2,0.004072189
22:32.5,H,2,0.004536152
22:32.5,H,2,0.005350113
22:32.5,H,2,0.004546881
22:32.5,H,2,0.009983063
22:32.6,H,2,0.004487038
22:32.6,H,2,0.004162788
22:32.6,H,2,0.004137993
22:32.6,H,2,0.0045259
22:32.6,H,2,0.004410028
22:32.7,H,2,0.004354954
22:32.7,H,2,0.00425005
22:32.7,H,2,0.00493598
22:32.7,H,2,0.004084826
22:32.7,H,2,0.004559755
22:32.8,H,2,0.017136097
22:32.8,H,2,0.006798267
22:32.8,H,2,0.005920887
22:32.8,H,2,0.0045681
22:32.9,H,2,0.004467964
22:32.9,H,2,0.004887104
22:32.9,H,2,0.004437923
22:32.9,H,2,0.004154205
22:32.9,H,2,0.004390001
22:33.0,H,2,0.021363974
22:33.0,H,2,0.019123793
22:33.1,H,2,0.00607419
22:33.1,H,2,0.009872913
22:33.1,H,2,0.011209965
22:33.2,H,2,0.016242743
22:33.2,H,3,0.018420935
22:33.3,H,3,0.00908494
22:33.3,H,3,0.013663054
22:33.3,H,3,0.006273031
22:33.3,H,3,0.005268812
22:33.3,H,3,0.004953146
22:33.4,H,3,0.022786856
22:33.4,H,3,0.017312765
22:33.5,H,3,0.013197899
22:33.5,H,3,0.017270088
22:33.5,H,3,0.015821218
22:33.6,H,3,0.008250952
22:33.6,H,3,0.008263111
22:33.7,H,3,0.022510767
22:33.7,H,3,0.015524864
22:33.7,H,3,0.006076097
22:33.7,H,3,0.005333185
22:33.8,H,3,0.005331755
22:33.8,H,3,0.005326271
22:33.8,H,3,0.024108171
22:33.8,H,3,0.017962933
22:33.9,H,3,0.016618013
22:33.9,H,3,0.026394844
22:34.0,H,3,0.020412922
22:34.0,H,3,0.005961895
22:34.0,H,3,0.010488987
22:34.1,H,3,0.008184671
22:34.1,H,3,0.031613111
22:34.2,H,3,0.010267973
22:34.2,H,3,0.026218176
22:34.3,H,3,0.008655787
22:34.3,H,3,0.020777941
22:34.3,H,3,0.006285906
22:34.4,H,3,0.006125212
22:34.4,H,3,0.00565505
22:34.4,H,3,0.005328894
22:34.4,H,3,0.005141973
22:34.4,H,3,0.005208731
22:34.5,H,3,0.027547121
22:34.5,H,3,0.030038118
22:34.6,H,3,0.017362833
22:34.6,H,3,0.010557175
22:34.7,H,3,0.006591082
22:34.7,H,3,0.00587225
22:34.7,H,3,0.027153969
22:34.8,H,3,0.017292976
22:34.8,H,3,0.008136749
22:34.8,H,3,0.007973909
22:34.9,H,3,0.006103039
22:34.9,H,3,0.013408899
22:34.9,H,4,0.006803036
22:34.9,H,4,0.006385803
22:34.9,H,4,0.006661892
22:35.0,H,4,0.02039814
22:35.0,H,4,0.01600194
22:35.1,H,4,0.017142057
22:35.1,H,4,0.016732931
22:35.1,H,4,0.009263992
22:35.2,H,4,0.019837141
22:35.2,H,4,0.021177053
22:35.3,H,4,0.013095856
22:35.3,H,4,0.009203911
22:35.3,H,4,0.00748229
22:35.3,H,4,0.006536961
22:35.3,H,4,0.005994081
22:35.4,H,4,0.006155014
22:35.4,H,4,0.00652194
22:35.4,H,4,0.023740768
22:35.5,H,4,0.023847342
22:35.5,H,4,0.020385981
22:35.6,H,4,0.014253139
22:35.6,H,4,0.01511097
22:35.6,H,4,0.007180691
22:35.6,H,4,0.009717941
22:35.7,H,4,0.033637762
22:35.8,H,4,0.027102947
22:35.8,H,4,0.007690668
22:35.8,H,4,0.007061958
22:35.8,H,4,0.006345987
22:35.8,H,4,0.006479025
22:35.9,H,4,0.027177095
22:35.9,H,4,0.013602018
22:36.0,H,4,0.01338172
22:36.0,H,4,0.012601137
22:36.0,H,4,0.016086817
22:36.1,H,4,0.008223057
22:36.1,H,4,0.013253927
22:36.2,H,4,0.027580023
22:36.2,H,4,0.020925045
22:36.2,H,4,0.007505894
22:36.2,H,4,0.006472826
22:36.3,H,4,0.006190777
22:36.3,H,4,0.02896595
22:36.4,H,4,0.012152672
22:36.4,H,4,0.018719912
22:36.4,H,4,0.025839806
22:36.5,H,4,0.007863045
22:36.5,H,4,0.007415056
22:36.5,H,4,0.006245136
22:36.5,H,4,0.027164936
22:36.6,H,5,0.026397943
22:36.7,H,5,0.021068096
22:36.7,H,5,0.026963949
22:36.7,H,5,0.009309053
22:36.7,H,5,0.008584023
22:36.8,H,5,0.018504143
22:36.8,H,5,0.031075239
22:36.9,H,5,0.037399054
22:36.9,H,5,0.009329081
22:36.9,H,5,0.008324146
22:37.0,H,5,0.008033037
22:37.0,H,5,0.00865984
22:37.1,H,5,0.040040016
22:37.1,H,5,0.019588709
22:37.1,H,5,0.009402275
22:37.2,H,5,0.008388042
22:37.2,H,5,0.007703066
22:37.2,H,5,0.014786005
22:37.3,H,5,0.013640881
22:37.3,H,5,0.022861004
22:37.3,H,5,0.011445999
22:37.4,H,5,0.010418892
22:37.4,H,5,0.008196115
22:37.4,H,5,0.008384943
22:37.5,H,5,0.021346092
22:37.5,H,5,0.018572092
22:37.6,H,5,0.025563955
22:37.6,H,5,0.009868145
22:37.6,H,5,0.010061026
22:37.6,H,5,0.007604122
22:37.7,H,5,0.026165009
22:37.7,H,5,0.013768911
22:37.8,H,5,0.02558589
22:37.8,H,5,0.009061098
22:37.8,H,5,0.008493185
22:37.8,H,5,0.007944822
22:37.9,H,5,0.021127939
22:37.9,H,5,0.021850109
22:38.0,H,5,0.023983955
22:38.0,H,5,0.025324821
22:38.0,H,5,0.016499996
22:38.1,H,5,0.009330988
22:38.1,H,5,0.017083883
22:38.1,H,5,0.02157402
22:38.2,H,5,0.031305075
22:38.2,H,5,0.010099888
22:38.3,H,5,0.011043072
22:38.3,H,5,0.01187396
22:38.4,H,5,0.041030884
22:38.4,H,5,0.026348114
22:38.5,H,6,0.010326147
22:38.5,H,6,0.017723083
22:38.5,H,6,0.00895834
22:38.6,H,6,0.030578852
22:38.6,H,6,0.010457039
22:38.6,H,6,0.023077011
22:38.7,H,6,0.024784803
22:38.7,H,6,0.01237011
22:38.8,H,6,0.01020813
22:38.8,H,6,0.009793997
22:38.8,H,6,0.032042027
22:38.9,H,6,0.032546997
22:39.0,H,6,0.036050797
22:39.0,H,6,0.010243654
22:39.0,H,6,0.008930683
22:39.0,H,6,0.008480072
22:39.1,H,6,0.027504921
22:39.1,H,6,0.044052839
22:39.2,H,6,0.02087307
22:39.2,H,6,0.010503292
22:39.2,H,6,0.009585857
22:39.3,H,6,0.008938074
22:39.3,H,6,0.01177907
22:39.4,H,6,0.040246964
22:39.4,H,6,0.023386955
22:39.4,H,6,0.011439085
22:39.5,H,6,0.009296179
22:39.5,H,6,0.008556128
22:39.5,H,6,0.011441946
22:39.6,H,6,0.034188986
22:39.6,H,6,0.033899069
22:39.7,H,6,0.020618916
22:39.7,H,6,0.010007858
22:39.7,H,6,0.028254271
22:39.8,H,6,0.028423071
22:39.9,H,6,0.017653227
22:39.9,H,6,0.009688854
22:39.9,H,6,0.00888586
22:39.9,H,6,0.008581161
22:39.9,H,6,0.008932829
22:40.0,H,6,0.010254145
22:40.0,H,6,0.024213076
22:40.1,H,6,0.033228159
22:40.1,H,6,0.03650403
22:40.2,H,6,0.010823011
22:40.2,H,6,0.028310061
22:40.2,H,6,0.020128012
22:40.3,H,6,0.024291992
22:40.3,H,6,0.012639046
22:40.3,H,6,0.009220123
22:40.4,H,7,0.009691954
22:40.4,H,7,0.009630919
22:40.4,H,7,0.009943008
22:40.5,H,7,0.034994841
22:40.5,H,7,0.043968916
22:40.6,H,7,0.035563946
22:40.6,H,7,0.021064997
22:40.7,H,7,0.013402939
22:40.7,H,7,0.013800144
22:40.8,H,7,0.034821749
22:40.8,H,7,0.012027979
22:40.8,H,7,0.010510921
22:40.8,H,7,0.009721756
22:40.9,H,7,0.009667158
22:40.9,H,7,0.010025978
22:41.0,H,7,0.049860001
22:41.0,H,7,0.034405947
22:41.1,H,7,0.035745144
22:41.1,H,7,0.035011053
22:41.2,H,7,0.011347771
22:41.2,H,7,0.010215998
22:41.2,H,7,0.011778116
22:41.2,H,7,0.010329962
22:41.3,H,7,0.009806156
22:41.3,H,7,0.010232925
22:41.3,H,7,0.00948
22:41.3,H,7,0.010209084
22:41.4,H,7,0.009887934
22:41.4,H,7,0.036531925
22:41.5,H,7,0.039888144
22:41.5,H,7,0.030410051
22:41.6,H,7,0.039391994
22:41.7,H,7,0.031955957
22:41.7,H,7,0.011931896
22:41.7,H,7,0.009716034
22:41.7,H,7,0.009865761
22:41.7,H,7,0.010286093
22:41.8,H,7,0.009943724
22:41.8,H,7,0.010248899
22:41.8,H,7,0.036935091
22:41.9,H,7,0.035089016
22:42.0,H,7,0.025053024
22:42.0,H,7,0.012720108
22:42.0,H,7,0.010269165
22:42.0,H,7,0.011293173
22:42.2,H,7,0.074884176
22:42.2,H,7,0.026495934
22:42.2,H,7,0.011273861
22:42.3,H,7,0.024863005
22:42.3,H,7,0.013464928
22:42.4,H,8,0.014996052
22:42.4,H,8,0.012799263
22:42.4,H,8,0.01074791
22:42.4,H,8,0.01098299
22:42.5,H,8,0.010807037
22:42.5,H,8,0.010735989
22:42.5,H,8,0.029798985
22:42.6,H,8,0.035306931
22:42.6,H,8,0.039300919
22:42.7,H,8,0.02511692
22:42.7,H,8,0.012002945
22:42.7,H,8,0.021970987
22:42.8,H,8,0.031291008
22:42.8,H,8,0.019165277
22:42.9,H,8,0.011868238
22:42.9,H,8,0.011634111
22:42.9,H,8,0.01111412
22:42.9,H,8,0.011025906
22:43.0,H,8,0.010455132
22:43.0,H,8,0.034072876
22:43.1,H,8,0.037153006
22:43.1,H,8,0.033998966
22:43.2,H,8,0.013363123
22:43.2,H,8,0.01335597
22:43.2,H,8,0.011144876
22:43.3,H,8,0.026082039
22:43.3,H,8,0.037538052
22:43.4,H,8,0.012907743
22:43.4,H,8,0.011066914
22:43.4,H,8,0.0109272
22:43.4,H,8,0.010752678
22:43.5,H,8,0.050781012
22:43.6,H,8,0.046275139
22:43.6,H,8,0.028339148
22:43.7,H,8,0.01325798
22:43.7,H,8,0.012398005
22:43.7,H,8,0.010715961
22:43.7,H,8,0.033047199
22:43.8,H,8,0.035140276
22:43.9,H,8,0.014988184
22:43.9,H,8,0.012094021
22:43.9,H,8,0.010963202
22:43.9,H,8,0.010799885
22:43.9,H,8,0.010652781
22:44.0,H,8,0.02128005
22:44.0,H,8,0.034569025
22:44.1,H,8,0.031990051
22:44.1,H,8,0.020836115
22:44.2,H,8,0.011952162
22:44.2,H,8,0.024866104